2,64088
2,1569
2,43152
7,33506
5,99157
6,75388
14,3746
11,744
13,2366
23,7573
19,4147
21,8787
35,4804
29,0042
32,6789
49,5405
40,5136
45,6356
65,9332
53,9437
60,7467
84,6538
69,2957
78,0101
105,697
86,571
97,4232
129,056
105,771
118,983
154,724
126,897
142,687
182,694
149,952
168,53
212,958
174,936
196,51
245,506
201,853
226,622
280,33
230,704
258,863
317,42
261,492
293,226
356,764
294,219
329,708
398,352
328,888
368,303
442,172
365,502
409,005
488,212
404,063
451,81
536,46
444,575
496,712
586,902
487,041
543,703
639,524
531,464
592,778
694,312
577,847
643,931
751,252
626,195
697,154
810,329
676,509
752,44
871,528
728,794
809,784
934,832
783,054
869,176
1000,23
839,294
930,609
1067,69
897,515
994,076
1137,22
957,723
1059,57
1208,78
1019,92
1127,08
1282,37
1084,11
1196,61
1357,97
1150,31
1268,13
1435,55
1218,5
1341,65
1515,1
1288,7
1417,16
1596,6
1360,91
1494,65
1680,05
1435,14
1574,1
1765,4
1511,39
1655,52
1852,66
1589,66
1738,89
1941,8
1669,96
1824,2
2032,8
1752,29
1911,45
2125,65
1836,66
2000,63
2220,32
1923,07
2091,73
2316,81
2011,52
2184,75
2415,09
2102,03
2279,66
2515,14
2194,59
2376,47
2616,95
2289,2
2475,17
2720,5
2385,88
2575,75
2825,78
2484,62
2678,2
2932,77
2585,44
2782,52
3041,45
2688,32
2888,69
3151,8
2793,28
2996,71
3263,82
2900,33
3106,58
3377,48
3009,46
3218,28
3492,77
3120,68
3331,81
3609,68
3233,98
3447,16
3728,2
3349,39
3564,33
3848,3
3466,89
3683,31
3969,98
3586,49
3804,09
4093,23
3708,19
3926,67
4218,02
3832
4051,05
4344,36
3957,92
4177,21
4472,25
4085,95
4305,15
4601,63
4216,09
4434,87
4732,53
4348,35
4566,37
4864,95
4482,73
4699,64
4998,86
4619,22
4834,66
5134,27
4757,83
4971,45
5271,16
4898,58
5110,01
5409,54
5041,45
5250,32
5549,37
5186,43
5392,39
5690,68
5333,55
5536,21
5833,47
5482,79
5681,78
5977,72
5634,17
5829,1
6123,42
5787,67
5978,17
6270,59
5943,28
6129
6419,22
6101,04
6281,57
6569,31
6260,93
6435,89
6720,85
6422,94
6591,97
6873,87
6587,08
6749,79
7028,34
6753,34
6909,37
7184,3
6921,73
7070,7
7341,73
7092,25
7233,79
7500,64
7264,89
7398,65
7661,05
7439,65
7565,27
7822,94
7616,54
7733,65
7986,35
7795,54
7903,79
8151,28
7976,66
8075,72
8317,74
8159,88
8249,43
8485,71
8345,22
8424,91
8655,26
8532,67
8602,18
8826,34
8722,21
8781,25
8998,99
8913,86
8962,13
9173,23
9107,61
9144,82
9349,08
9303,46
9329,31
9526,54
9501,4
9515,63
9705,63
9701,43
9703,77
9886,37
9903,55
9893,76
10068,8
10107,7
10085,6
