1,51456
1,25631
1,43779
4,5424
3,7681
4,31169
10,9024
9,04573
10,3505
19,3783
16,0831
18,4007
30,2705
25,1275
28,7421
42,3617
35,1726
40,2225
58,6758
48,7403
55,722
76,1912
63,3224
72,3746
96,102
79,8936
91,283
118,688
98,7312
112,758
144
119,847
136,829
171,047
142,46
162,566
200,452
167,058
190,534
232,541
193,942
221,084
266,658
222,571
253,568
302,79
252,959
288,004
342,183
286,09
325,523
382,938
320,488
364,401
426,612
357,409
406,08
471,669
395,575
449,107
519,87
436,468
495,12
569,44
478,642
542,51
621,849
523,307
592,616
676,439
569,97
644,863
733,547
618,883
699,53
791,696
668,83
755,26
851,962
720,741
813,051
915,522
775,656
874,043
980,136
831,578
936,084
1047,34
890,005
1000,71
1116,42
950,172
1067,14
1187,85
1012,6
1135,92
1260,69
1076,5
1206,12
1335,87
1142,68
1278,65
1413,13
1210,82
1353,19
1492
1280,71
1429,43
1573,17
1352,85
1507,93
1656,28
1426,98
1588,39
1740,75
1502,62
1670,27
1827,89
1581,02
1754,87
1916,44
1660,86
1840,84
2006,81
1742,71
1928,7
2098,76
1826,31
2018,22
2193,13
1912,43
2110,18
2288,14
1999,45
2202,83
2386,24
2089,76
2298,64
2485,4
2181,36
2395,59
2586,43
2275,14
2494,53
2688,48
2370,15
2594,52
2793,49
2468,39
2697,53
2898,59
2567,14
2800,8
3005,91
2668,39
2906,38
3115,12
2771,87
3013,92
3226,4
2877,84
3123,66
3338,27
2984,75
3234,09
3452,03
3093,94
3346,55
3567,07
3204,87
3460,44
3684,38
3318,51
3576,68
3802,2
3433,14
3693,61
3922,18
3550,32
3812,82
4043,5
3669,4
3933,52
4166,82
3790,97
4056,37
4290,63
3913,56
4179,89
4416,2
4038,36
4305,25
4543,16
4165,16
4432,22
4671,86
4294,23
4561,08
4801,44
4424,75
4690,98
4932,89
4557,76
4822,97
5065,3
4692,23
4956,05
5199,78
4829,48
5091,4
5334,33
4967,18
5226,93
5470,84
5107,61
5364,66
5609,47
5250,87
5504,75
5748,59
5395,05
5645,39
5889,15
5541,44
5787,73
6031,25
5689,86
5931,77
6174,63
5840,27
6077,29
6318,44
5991,62
6223,36
6464,93
6146,52
6372,39
6612,29
6302,71
6522,41
6760,6
6460,56
6673,6
6910,97
6621,2
6827,04
7062,72
6783,78
6982,04
7214,57
6946,88
7137,26
7368,58
7113
7294,9
7524,19
7281,38
7454,31
7680,87
7451,23
7614,92
7838,63
7622,83
7776,81
7998,49
7797,24
7941
8159,51
7973,29
8106,5
8321,71
8151,14
8273,36
8485,21
8330,81
8441,66
8650,36
8512,71
8611,77
8816,95
8696,53
8783,46
8985,27
8882,7
8957,06
9154,25
9069,85
9131,42
9325,6
9259,98
9308,32
9497,97
9451,65
9486,4
9672,18
9645,63
9666,44
9847,11
9840,57
9847,25
